Tag;FormatedTag;Group;Element;VR;Name
007600A0;(0076,00A0);0076;00A0;US;Component 2 Referenced ID
007600B0;(0076,00B0);0076;00B0;US;Component 2 Referenced Mating Feature Set ID
007600C0;(0076,00C0);0076;00C0;US;Component 2 Referenced Mating Feature ID
00780001;(0078,0001);0078;0001;LO;Implant Template Group Name
00780010;(0078,0010);0078;0010;ST;Implant Template Group Description
00780020;(0078,0020);0078;0020;LO;Implant Template Group Issuer
00780024;(0078,0024);0078;0024;LO;Implant Template Group Version
00780026;(0078,0026);0078;0026;SQ;Replaced Implant Template Group Sequence
00780028;(0078,0028);0078;0028;SQ;Implant Template Group Target Anatomy Sequence
0078002A;(0078,002A);0078;002A;SQ;Implant Template Group Members Sequence
0078002E;(0078,002E);0078;002E;US;Implant Template Group Member ID
00780050;(0078,0050);0078;0050;FD;3D Implant Template Group Member Matching Point
00780060;(0078,0060);0078;0060;FD;3D Implant Template Group Member Matching Axes
00780070;(0078,0070);0078;0070;SQ;Implant Template Group Member Matching 2D Coordinates Sequence
00780090;(0078,0090);0078;0090;FD;2D Implant Template Group Member Matching Point
007800A0;(0078,00A0);0078;00A0;FD;2D Implant Template Group Member Matching Axes
007800B0;(0078,00B0);0078;00B0;SQ;Implant Template Group Variation Dimension Sequence
007800B2;(0078,00B2);0078;00B2;LO;Implant Template Group Variation Dimension Name
007800B4;(0078,00B4);0078;00B4;SQ;Implant Template Group Variation Dimension Rank Sequence
007800B6;(0078,00B6);0078;00B6;US;Referenced Implant Template Group Member ID
007800B8;(0078,00B8);0078;00B8;US;Implant Template Group Variation Dimension Rank
00800001;(0080,0001);0080;0001;SQ;Surface Scan Acquisition Type Code Sequence
00800002;(0080,0002);0080;0002;SQ;Surface Scan Mode Code Sequence
00800003;(0080,0003);0080;0003;SQ;Registration Method Code Sequence
00800004;(0080,0004);0080;0004;FD;Shot Duration Time
00800005;(0080,0005);0080;0005;FD;Shot Offset Time
00800006;(0080,0006);0080;0006;US;Surface Point Presentation Value Data
00800007;(0080,0007);0080;0007;US;Surface Point Color CIELab Value Data
00800008;(0080,0008);0080;0008;SQ;UV Mapping Sequence
00800009;(0080,0009);0080;0009;SH;Texture Label
00800010;(0080,0010);0080;0010;OF;U Value Data
00800011;(0080,0011);0080;0011;OF;V Value Data
00800012;(0080,0012);0080;0012;SQ;Referenced Texture Sequence
00800013;(0080,0013);0080;0013;SQ;Referenced Surface Data Sequence
00820001;(0082,0001);0082;0001;CS;Assessment Summary
00820003;(0082,0003);0082;0003;UT;Assessment Summary Description
00820004;(0082,0004);0082;0004;SQ;Assessed SOP Instance Sequence
00820005;(0082,0005);0082;0005;SQ;Referenced Comparison SOP Instance Sequence
00820006;(0082,0006);0082;0006;UL;Number of Assessment Observations
00820007;(0082,0007);0082;0007;SQ;Assessment Observations Sequence
00820008;(0082,0008);0082;0008;CS;Observation Significance
0082000A;(0082,000A);0082;000A;UT;Observation Description
0082000C;(0082,000C);0082;000C;SQ;Structured Constraint Observation Sequence
00820010;(0082,0010);0082;0010;SQ;Assessed Attribute Value Sequence
00820016;(0082,0016);0082;0016;LO;Assessment Set ID
00820017;(0082,0017);0082;0017;SQ;Assessment Requester Sequence
00820018;(0082,0018);0082;0018;LO;Selector Attribute Name
00820019;(0082,0019);0082;0019;LO;Selector Attribute Keyword
00820021;(0082,0021);0082;0021;SQ;Assessment Type Code Sequence
00820022;(0082,0022);0082;0022;SQ;Observation Basis Code Sequence
00820023;(0082,0023);0082;0023;LO;Assessment Label
00820032;(0082,0032);0082;0032;CS;Constraint Type
00820033;(0082,0033);0082;0033;UT;Specification Selection Guidance
00820034;(0082,0034);0082;0034;SQ;Constraint Value Sequence
00820035;(0082,0035);0082;0035;SQ;Recommended Default Value Sequence
00820036;(0082,0036);0082;0036;CS;Constraint Violation Significance
00820037;(0082,0037);0082;0037;UT;Constraint Violation Condition
00880130;(0088,0130);0088;0130;SH;Storage Media File-set ID
00880140;(0088,0140);0088;0140;UI;Storage Media File-set UID
00880200;(0088,0200);0088;0200;SQ;Icon Image Sequence
01000410;(0100,0410);0100;0410;CS;SOP Instance Status
01000420;(0100,0420);0100;0420;DT;SOP Authorization DateTime
01000424;(0100,0424);0100;0424;LT;SOP Authorization Comment
01000426;(0100,0426);0100;0426;LO;Authorization Equipment Certification Number
04000005;(0400,0005);0400;0005;US;MAC ID Number
04000010;(0400,0010);0400;0010;UI;MAC Calculation Transfer Syntax UID
04000015;(0400,0015);0400;0015;CS;MAC Algorithm
04000020;(0400,0020);0400;0020;AT;Data Elements Signed
04000100;(0400,0100);0400;0100;UI;Digital Signature UID
04000105;(0400,0105);0400;0105;DT;Digital Signature DateTime
04000110;(0400,0110);0400;0110;CS;Certificate Type
04000115;(0400,0115);0400;0115;OB;Certificate of Signer
04000120;(0400,0120);0400;0120;OB;Signature
04000305;(0400,0305);0400;0305;CS;Certified Timestamp Type
04000310;(0400,0310);0400;0310;OB;Certified Timestamp
04000401;(0400,0401);0400;0401;SQ;Digital Signature Purpose Code Sequence
04000402;(0400,0402);0400;0402;SQ;Referenced Digital Signature Sequence
04000403;(0400,0403);0400;0403;SQ;Referenced SOP Instance MAC Sequence
04000404;(0400,0404);0400;0404;OB;MAC
04000500;(0400,0500);0400;0500;SQ;Encrypted Attributes Sequence
04000510;(0400,0510);0400;0510;UI;Encrypted Content Transfer Syntax UID
04000520;(0400,0520);0400;0520;OB;Encrypted Content
04000550;(0400,0550);0400;0550;SQ;Modified Attributes Sequence
04000561;(0400,0561);0400;0561;SQ;Original Attributes Sequence
04000562;(0400,0562);0400;0562;DT;Attribute Modification DateTime
04000563;(0400,0563);0400;0563;LO;Modifying System
04000564;(0400,0564);0400;0564;LO;Source of Previous Values
04000565;(0400,0565);0400;0565;CS;Reason for the Attribute Modification
20000010;(2000,0010);2000;0010;IS;Number of Copies
2000001E;(2000,001E);2000;001E;SQ;Printer Configuration Sequence
20000020;(2000,0020);2000;0020;CS;Print Priority
20000030;(2000,0030);2000;0030;CS;Medium Type
20000040;(2000,0040);2000;0040;CS;Film Destination
20000050;(2000,0050);2000;0050;LO;Film Session Label
20000060;(2000,0060);2000;0060;IS;Memory Allocation
20000061;(2000,0061);2000;0061;IS;Maximum Memory Allocation
200000A0;(2000,00A0);2000;00A0;US;Memory Bit Depth
200000A1;(2000,00A1);2000;00A1;US;Printing Bit Depth
200000A2;(2000,00A2);2000;00A2;SQ;Media Installed Sequence
200000A4;(2000,00A4);2000;00A4;SQ;Other Media Available Sequence
200000A8;(2000,00A8);2000;00A8;SQ;Supported Image Display Formats Sequence
20000500;(2000,0500);2000;0500;SQ;Referenced Film Box Sequence
20100010;(2010,0010);2010;0010;ST;Image Display Format
20100030;(2010,0030);2010;0030;CS;Annotation Display Format ID
20100040;(2010,0040);2010;0040;CS;Film Orientation
20100050;(2010,0050);2010;0050;CS;Film Size ID
20100052;(2010,0052);2010;0052;CS;Printer Resolution ID
20100054;(2010,0054);2010;0054;CS;Default Printer Resolution ID
20100060;(2010,0060);2010;0060;CS;Magnification Type
20100080;(2010,0080);2010;0080;CS;Smoothing Type
201000A6;(2010,00A6);2010;00A6;CS;Default Magnification Type
201000A7;(2010,00A7);2010;00A7;CS;Other Magnification Types Available
201000A8;(2010,00A8);2010;00A8;CS;Default Smoothing Type
201000A9;(2010,00A9);2010;00A9;CS;Other Smoothing Types Available
20100100;(2010,0100);2010;0100;CS;Border Density
20100110;(2010,0110);2010;0110;CS;Empty Image Density
20100120;(2010,0120);2010;0120;US;Min Density
20100130;(2010,0130);2010;0130;US;Max Density
20100140;(2010,0140);2010;0140;CS;Trim
20100150;(2010,0150);2010;0150;ST;Configuration Information
20100152;(2010,0152);2010;0152;LT;Configuration Information Description
20100154;(2010,0154);2010;0154;IS;Maximum Collated Films
2010015E;(2010,015E);2010;015E;US;Illumination
20100160;(2010,0160);2010;0160;US;Reflected Ambient Light
20100376;(2010,0376);2010;0376;DS;Printer Pixel Spacing
20100500;(2010,0500);2010;0500;SQ;Referenced Film Session Sequence
20100510;(2010,0510);2010;0510;SQ;Referenced Image Box Sequence
20100520;(2010,0520);2010;0520;SQ;Referenced Basic Annotation Box Sequence
20200010;(2020,0010);2020;0010;US;Image Box Position
20200020;(2020,0020);2020;0020;CS;Polarity
20200030;(2020,0030);2020;0030;DS;Requested Image Size
20200040;(2020,0040);2020;0040;CS;Requested Decimate/Crop Behavior
20200050;(2020,0050);2020;0050;CS;Requested Resolution ID
202000A0;(2020,00A0);2020;00A0;CS;Requested Image Size Flag
202000A2;(2020,00A2);2020;00A2;CS;Decimate/Crop Result
20200110;(2020,0110);2020;0110;SQ;Basic Grayscale Image Sequence
20200111;(2020,0111);2020;0111;SQ;Basic Color Image Sequence
20300010;(2030,0010);2030;0010;US;Annotation Position
20300020;(2030,0020);2030;0020;LO;Text String
20500010;(2050,0010);2050;0010;SQ;Presentation LUT Sequence
20500020;(2050,0020);2050;0020;CS;Presentation LUT Shape
20500500;(2050,0500);2050;0500;SQ;Referenced Presentation LUT Sequence
21000020;(2100,0020);2100;0020;CS;Execution Status
21000030;(2100,0030);2100;0030;CS;Execution Status Info
21000040;(2100,0040);2100;0040;DA;Creation Date
21000050;(2100,0050);2100;0050;TM;Creation Time
21000070;(2100,0070);2100;0070;AE;Originator
21000140;(2100,0140);2100;0140;AE;Destination AE
21000160;(2100,0160);2100;0160;SH;Owner ID
21000170;(2100,0170);2100;0170;IS;Number of Films
21100010;(2110,0010);2110;0010;CS;Printer Status
21100020;(2110,0020);2110;0020;CS;Printer Status Info
21100030;(2110,0030);2110;0030;LO;Printer Name
22000001;(2200,0001);2200;0001;CS;Label Using Information Extracted From Instances
22000002;(2200,0002);2200;0002;UT;Label Text
22000003;(2200,0003);2200;0003;CS;Label Style Selection
22000004;(2200,0004);2200;0004;LT;Media Disposition
22000005;(2200,0005);2200;0005;LT;Barcode Value
22000006;(2200,0006);2200;0006;CS;Barcode Symbology
22000007;(2200,0007);2200;0007;CS;Allow Media Splitting
22000008;(2200,0008);2200;0008;CS;Include Non-DICOM Objects
22000009;(2200,0009);2200;0009;CS;Include Display Application
2200000A;(2200,000A);2200;000A;CS;Preserve Composite Instances After Media Creation
2200000B;(2200,000B);2200;000B;US;Total Number of Pieces of Media Created
2200000C;(2200,000C);2200;000C;LO;Requested Media Application Profile
2200000D;(2200,000D);2200;000D;SQ;Referenced Storage Media Sequence
2200000E;(2200,000E);2200;000E;AT;Failure Attributes
2200000F;(2200,000F);2200;000F;CS;Allow Lossy Compression
22000020;(2200,0020);2200;0020;CS;Request Priority
30020002;(3002,0002);3002;0002;SH;RT Image Label
30020003;(3002,0003);3002;0003;LO;RT Image Name
30020004;(3002,0004);3002;0004;ST;RT Image Description
3002000A;(3002,000A);3002;000A;CS;Reported Values Origin
3002000C;(3002,000C);3002;000C;CS;RT Image Plane
3002000D;(3002,000D);3002;000D;DS;X-Ray Image Receptor Translation
3002000E;(3002,000E);3002;000E;DS;X-Ray Image Receptor Angle
30020010;(3002,0010);3002;0010;DS;RT Image Orientation
30020011;(3002,0011);3002;0011;DS;Image Plane Pixel Spacing
30020012;(3002,0012);3002;0012;DS;RT Image Position
30020020;(3002,0020);3002;0020;SH;Radiation Machine Name
30020022;(3002,0022);3002;0022;DS;Radiation Machine SAD
30020024;(3002,0024);3002;0024;DS;Radiation Machine SSD
30020026;(3002,0026);3002;0026;DS;RT Image SID
30020028;(3002,0028);3002;0028;DS;Source to Reference Object Distance
30020029;(3002,0029);3002;0029;IS;Fraction Number
30020030;(3002,0030);3002;0030;SQ;Exposure Sequence
30020032;(3002,0032);3002;0032;DS;Meterset Exposure
30020034;(3002,0034);3002;0034;DS;Diaphragm Position
30020040;(3002,0040);3002;0040;SQ;Fluence Map Sequence
30020041;(3002,0041);3002;0041;CS;Fluence Data Source
30020042;(3002,0042);3002;0042;DS;Fluence Data Scale
30020050;(3002,0050);3002;0050;SQ;Primary Fluence Mode Sequence
30020051;(3002,0051);3002;0051;CS;Fluence Mode
30020052;(3002,0052);3002;0052;SH;Fluence Mode ID
30040001;(3004,0001);3004;0001;CS;DVH Type
30040002;(3004,0002);3004;0002;CS;Dose Units
30040004;(3004,0004);3004;0004;CS;Dose Type
30040005;(3004,0005);3004;0005;CS;Spatial Transform of Dose
30040006;(3004,0006);3004;0006;LO;Dose Comment
30040008;(3004,0008);3004;0008;DS;Normalization Point
3004000A;(3004,000A);3004;000A;CS;Dose Summation Type
3004000C;(3004,000C);3004;000C;DS;Grid Frame Offset Vector
3004000E;(3004,000E);3004;000E;DS;Dose Grid Scaling
30040010;(3004,0010);3004;0010;SQ;RT Dose ROI Sequence
30040012;(3004,0012);3004;0012;DS;Dose Value
30040014;(3004,0014);3004;0014;CS;Tissue Heterogeneity Correction
30040040;(3004,0040);3004;0040;DS;DVH Normalization Point
30040042;(3004,0042);3004;0042;DS;DVH Normalization Dose Value
30040050;(3004,0050);3004;0050;SQ;DVH Sequence
30040052;(3004,0052);3004;0052;DS;DVH Dose Scaling
30040054;(3004,0054);3004;0054;CS;DVH Volume Units
30040056;(3004,0056);3004;0056;IS;DVH Number of Bins
30040058;(3004,0058);3004;0058;DS;DVH Data
30040060;(3004,0060);3004;0060;SQ;DVH Referenced ROI Sequence
30040062;(3004,0062);3004;0062;CS;DVH ROI Contribution Type
30040070;(3004,0070);3004;0070;DS;DVH Minimum Dose
30040072;(3004,0072);3004;0072;DS;DVH Maximum Dose
30040074;(3004,0074);3004;0074;DS;DVH Mean Dose
30060002;(3006,0002);3006;0002;SH;Structure Set Label
30060004;(3006,0004);3006;0004;LO;Structure Set Name
30060006;(3006,0006);3006;0006;ST;Structure Set Description
30060008;(3006,0008);3006;0008;DA;Structure Set Date
30060009;(3006,0009);3006;0009;TM;Structure Set Time
30060010;(3006,0010);3006;0010;SQ;Referenced Frame of Reference Sequence
30060012;(3006,0012);3006;0012;SQ;RT Referenced Study Sequence
30060014;(3006,0014);3006;0014;SQ;RT Referenced Series Sequence
30060016;(3006,0016);3006;0016;SQ;Contour Image Sequence
30060018;(3006,0018);3006;0018;SQ;Predecessor Structure Set Sequence
30060020;(3006,0020);3006;0020;SQ;Structure Set ROI Sequence
30060022;(3006,0022);3006;0022;IS;ROI Number
30060024;(3006,0024);3006;0024;UI;Referenced Frame of Reference UID
30060026;(3006,0026);3006;0026;LO;ROI Name
30060028;(3006,0028);3006;0028;ST;ROI Description
3006002A;(3006,002A);3006;002A;IS;ROI Display Color
3006002C;(3006,002C);3006;002C;DS;ROI Volume
30060030;(3006,0030);3006;0030;SQ;RT Related ROI Sequence
30060033;(3006,0033);3006;0033;CS;RT ROI Relationship
30060036;(3006,0036);3006;0036;CS;ROI Generation Algorithm
30060038;(3006,0038);3006;0038;LO;ROI Generation Description
30060039;(3006,0039);3006;0039;SQ;ROI Contour Sequence
30060040;(3006,0040);3006;0040;SQ;Contour Sequence
30060042;(3006,0042);3006;0042;CS;Contour Geometric Type
30060044;(3006,0044);3006;0044;DS;Contour Slab Thickness
30060045;(3006,0045);3006;0045;DS;Contour Offset Vector
30060046;(3006,0046);3006;0046;IS;Number of Contour Points
30060048;(3006,0048);3006;0048;IS;Contour Number
30060049;(3006,0049);3006;0049;IS;Attached Contours
30060050;(3006,0050);3006;0050;DS;Contour Data
30060080;(3006,0080);3006;0080;SQ;RT ROI Observations Sequence
30060082;(3006,0082);3006;0082;IS;Observation Number
30060084;(3006,0084);3006;0084;IS;Referenced ROI Number
30060085;(3006,0085);3006;0085;SH;ROI Observation Label
30060086;(3006,0086);3006;0086;SQ;RT ROI Identification Code Sequence
30060088;(3006,0088);3006;0088;ST;ROI Observation Description
300600A0;(3006,00A0);3006;00A0;SQ;Related RT ROI Observations Sequence
300600A4;(3006,00A4);3006;00A4;CS;RT ROI Interpreted Type
300600A6;(3006,00A6);3006;00A6;PN;ROI Interpreter
300600B0;(3006,00B0);3006;00B0;SQ;ROI Physical Properties Sequence
300600B2;(3006,00B2);3006;00B2;CS;ROI Physical Property
300600B4;(3006,00B4);3006;00B4;DS;ROI Physical Property Value
300600B6;(3006,00B6);3006;00B6;SQ;ROI Elemental Composition Sequence
300600B7;(3006,00B7);3006;00B7;US;ROI Elemental Composition Atomic Number
300600B8;(3006,00B8);3006;00B8;FL;ROI Elemental Composition Atomic Mass Fraction
300600B9;(3006,00B9);3006;00B9;SQ;Additional RT ROI Identification Code Sequence
300600C6;(3006,00C6);3006;00C6;DS;Frame of Reference Transformation Matrix
300600C8;(3006,00C8);3006;00C8;LO;Frame of Reference Transformation Comment
30080010;(3008,0010);3008;0010;SQ;Measured Dose Reference Sequence
30080012;(3008,0012);3008;0012;ST;Measured Dose Description
30080014;(3008,0014);3008;0014;CS;Measured Dose Type
30080016;(3008,0016);3008;0016;DS;Measured Dose Value
30080020;(3008,0020);3008;0020;SQ;Treatment Session Beam Sequence
30080021;(3008,0021);3008;0021;SQ;Treatment Session Ion Beam Sequence
30080022;(3008,0022);3008;0022;IS;Current Fraction Number
30080024;(3008,0024);3008;0024;DA;Treatment Control Point Date
30080025;(3008,0025);3008;0025;TM;Treatment Control Point Time
3008002A;(3008,002A);3008;002A;CS;Treatment Termination Status
3008002B;(3008,002B);3008;002B;SH;Treatment Termination Code
3008002C;(3008,002C);3008;002C;CS;Treatment Verification Status
30080030;(3008,0030);3008;0030;SQ;Referenced Treatment Record Sequence
30080032;(3008,0032);3008;0032;DS;Specified Primary Meterset
30080033;(3008,0033);3008;0033;DS;Specified Secondary Meterset
30080036;(3008,0036);3008;0036;DS;Delivered Primary Meterset
30080037;(3008,0037);3008;0037;DS;Delivered Secondary Meterset
3008003A;(3008,003A);3008;003A;DS;Specified Treatment Time
3008003B;(3008,003B);3008;003B;DS;Delivered Treatment Time
30080040;(3008,0040);3008;0040;SQ;Control Point Delivery Sequence
30080041;(3008,0041);3008;0041;SQ;Ion Control Point Delivery Sequence
30080042;(3008,0042);3008;0042;DS;Specified Meterset
30080044;(3008,0044);3008;0044;DS;Delivered Meterset
30080045;(3008,0045);3008;0045;FL;Meterset Rate Set
30080046;(3008,0046);3008;0046;FL;Meterset Rate Delivered
30080047;(3008,0047);3008;0047;FL;Scan Spot Metersets Delivered
30080048;(3008,0048);3008;0048;DS;Dose Rate Delivered
30080050;(3008,0050);3008;0050;SQ;Treatment Summary Calculated Dose Reference Sequence
30080052;(3008,0052);3008;0052;DS;Cumulative Dose to Dose Reference
30080054;(3008,0054);3008;0054;DA;First Treatment Date
30080056;(3008,0056);3008;0056;DA;Most Recent Treatment Date
3008005A;(3008,005A);3008;005A;IS;Number of Fractions Delivered
30080060;(3008,0060);3008;0060;SQ;Override Sequence
30080061;(3008,0061);3008;0061;AT;Parameter Sequence Pointer
30080062;(3008,0062);3008;0062;AT;Override Parameter Pointer
30080063;(3008,0063);3008;0063;IS;Parameter Item Index
30080064;(3008,0064);3008;0064;IS;Measured Dose Reference Number
30080065;(3008,0065);3008;0065;AT;Parameter Pointer
30080066;(3008,0066);3008;0066;ST;Override Reason
30080068;(3008,0068);3008;0068;SQ;Corrected Parameter Sequence
3008006A;(3008,006A);3008;006A;FL;Correction Value
30080070;(3008,0070);3008;0070;SQ;Calculated Dose Reference Sequence
30080072;(3008,0072);3008;0072;IS;Calculated Dose Reference Number
30080074;(3008,0074);3008;0074;ST;Calculated Dose Reference Description
30080076;(3008,0076);3008;0076;DS;Calculated Dose Reference Dose Value
30080078;(3008,0078);3008;0078;DS;Start Meterset
3008007A;(3008,007A);3008;007A;DS;End Meterset
30080080;(3008,0080);3008;0080;SQ;Referenced Measured Dose Reference Sequence
30080082;(3008,0082);3008;0082;IS;Referenced Measured Dose Reference Number
30080090;(3008,0090);3008;0090;SQ;Referenced Calculated Dose Reference Sequence
30080092;(3008,0092);3008;0092;IS;Referenced Calculated Dose Reference Number
300800A0;(3008,00A0);3008;00A0;SQ;Beam Limiting Device Leaf Pairs Sequence
300800B0;(3008,00B0);3008;00B0;SQ;Recorded Wedge Sequence
300800C0;(3008,00C0);3008;00C0;SQ;Recorded Compensator Sequence
300800D0;(3008,00D0);3008;00D0;SQ;Recorded Block Sequence
300800E0;(3008,00E0);3008;00E0;SQ;Treatment Summary Measured Dose Reference Sequence
300800F0;(3008,00F0);3008;00F0;SQ;Recorded Snout Sequence
300800F2;(3008,00F2);3008;00F2;SQ;Recorded Range Shifter Sequence
300800F4;(3008,00F4);3008;00F4;SQ;Recorded Lateral Spreading Device Sequence
300800F6;(3008,00F6);3008;00F6;SQ;Recorded Range Modulator Sequence
30080100;(3008,0100);3008;0100;SQ;Recorded Source Sequence
30080105;(3008,0105);3008;0105;LO;Source Serial Number
30080110;(3008,0110);3008;0110;SQ;Treatment Session Application Setup Sequence
30080116;(3008,0116);3008;0116;CS;Application Setup Check
30080120;(3008,0120);3008;0120;SQ;Recorded Brachy Accessory Device Sequence
30080122;(3008,0122);3008;0122;IS;Referenced Brachy Accessory Device Number
30080130;(3008,0130);3008;0130;SQ;Recorded Channel Sequence
30080132;(3008,0132);3008;0132;DS;Specified Channel Total Time
30080134;(3008,0134);3008;0134;DS;Delivered Channel Total Time
30080136;(3008,0136);3008;0136;IS;Specified Number of Pulses
30080138;(3008,0138);3008;0138;IS;Delivered Number of Pulses
3008013A;(3008,013A);3008;013A;DS;Specified Pulse Repetition Interval
3008013C;(3008,013C);3008;013C;DS;Delivered Pulse Repetition Interval
30080140;(3008,0140);3008;0140;SQ;Recorded Source Applicator Sequence
30080142;(3008,0142);3008;0142;IS;Referenced Source Applicator Number
30080150;(3008,0150);3008;0150;SQ;Recorded Channel Shield Sequence
30080152;(3008,0152);3008;0152;IS;Referenced Channel Shield Number
30080160;(3008,0160);3008;0160;SQ;Brachy Control Point Delivered Sequence
30080162;(3008,0162);3008;0162;DA;Safe Position Exit Date
30080164;(3008,0164);3008;0164;TM;Safe Position Exit Time
30080166;(3008,0166);3008;0166;DA;Safe Position Return Date
30080168;(3008,0168);3008;0168;TM;Safe Position Return Time
30080171;(3008,0171);3008;0171;SQ;Pulse Specific Brachy Control Point Delivered Sequence
30080172;(3008,0172);3008;0172;US;Pulse Number
30080173;(3008,0173);3008;0173;SQ;Brachy Pulse Control Point Delivered Sequence
30080200;(3008,0200);3008;0200;CS;Current Treatment Status
30080202;(3008,0202);3008;0202;ST;Treatment Status Comment
30080220;(3008,0220);3008;0220;SQ;Fraction Group Summary Sequence
30080223;(3008,0223);3008;0223;IS;Referenced Fraction Number
30080224;(3008,0224);3008;0224;CS;Fraction Group Type
30080230;(3008,0230);3008;0230;CS;Beam Stopper Position
30080240;(3008,0240);3008;0240;SQ;Fraction Status Summary Sequence
30080250;(3008,0250);3008;0250;DA;Treatment Date
30080251;(3008,0251);3008;0251;TM;Treatment Time
300A0002;(300A,0002);300A;0002;SH;RT Plan Label
300A0003;(300A,0003);300A;0003;LO;RT Plan Name
300A0004;(300A,0004);300A;0004;ST;RT Plan Description
300A0006;(300A,0006);300A;0006;DA;RT Plan Date
300A0007;(300A,0007);300A;0007;TM;RT Plan Time
300A0009;(300A,0009);300A;0009;LO;Treatment Protocols
300A000A;(300A,000A);300A;000A;CS;Plan Intent
300A000B;(300A,000B);300A;000B;LO;Treatment Sites
300A000C;(300A,000C);300A;000C;CS;RT Plan Geometry
300A000E;(300A,000E);300A;000E;ST;Prescription Description
300A0010;(300A,0010);300A;0010;SQ;Dose Reference Sequence
300A0012;(300A,0012);300A;0012;IS;Dose Reference Number
300A0013;(300A,0013);300A;0013;UI;Dose Reference UID
300A0014;(300A,0014);300A;0014;CS;Dose Reference Structure Type
300A0015;(300A,0015);300A;0015;CS;Nominal Beam Energy Unit
300A0016;(300A,0016);300A;0016;LO;Dose Reference Description
300A0018;(300A,0018);300A;0018;DS;Dose Reference Point Coordinates
300A001A;(300A,001A);300A;001A;DS;Nominal Prior Dose
300A0020;(300A,0020);300A;0020;CS;Dose Reference Type
300A0021;(300A,0021);300A;0021;DS;Constraint Weight
300A0022;(300A,0022);300A;0022;DS;Delivery Warning Dose
300A0023;(300A,0023);300A;0023;DS;Delivery Maximum Dose
300A0025;(300A,0025);300A;0025;DS;Target Minimum Dose
300A0026;(300A,0026);300A;0026;DS;Target Prescription Dose
300A0027;(300A,0027);300A;0027;DS;Target Maximum Dose
300A0028;(300A,0028);300A;0028;DS;Target Underdose Volume Fraction
300A002A;(300A,002A);300A;002A;DS;Organ at Risk Full-volume Dose
300A002B;(300A,002B);300A;002B;DS;Organ at Risk Limit Dose
300A002C;(300A,002C);300A;002C;DS;Organ at Risk Maximum Dose
300A002D;(300A,002D);300A;002D;DS;Organ at Risk Overdose Volume Fraction
300A0040;(300A,0040);300A;0040;SQ;Tolerance Table Sequence
300A0042;(300A,0042);300A;0042;IS;Tolerance Table Number
300A0043;(300A,0043);300A;0043;SH;Tolerance Table Label
300A0044;(300A,0044);300A;0044;DS;Gantry Angle Tolerance
300A0046;(300A,0046);300A;0046;DS;Beam Limiting Device Angle Tolerance
300A0048;(300A,0048);300A;0048;SQ;Beam Limiting Device Tolerance Sequence
300A004A;(300A,004A);300A;004A;DS;Beam Limiting Device Position Tolerance
300A004B;(300A,004B);300A;004B;FL;Snout Position Tolerance
300A004C;(300A,004C);300A;004C;DS;Patient Support Angle Tolerance
300A004E;(300A,004E);300A;004E;DS;Table Top Eccentric Angle Tolerance
300A004F;(300A,004F);300A;004F;FL;Table Top Pitch Angle Tolerance
300A0050;(300A,0050);300A;0050;FL;Table Top Roll Angle Tolerance
300A0051;(300A,0051);300A;0051;DS;Table Top Vertical Position Tolerance
300A0052;(300A,0052);300A;0052;DS;Table Top Longitudinal Position Tolerance
300A0053;(300A,0053);300A;0053;DS;Table Top Lateral Position Tolerance
300A0055;(300A,0055);300A;0055;CS;RT Plan Relationship
300A0070;(300A,0070);300A;0070;SQ;Fraction Group Sequence
300A0071;(300A,0071);300A;0071;IS;Fraction Group Number
300A0072;(300A,0072);300A;0072;LO;Fraction Group Description
300A0078;(300A,0078);300A;0078;IS;Number of Fractions Planned
300A0079;(300A,0079);300A;0079;IS;Number of Fraction Pattern Digits Per Day
300A007A;(300A,007A);300A;007A;IS;Repeat Fraction Cycle Length
300A007B;(300A,007B);300A;007B;LT;Fraction Pattern
300A0080;(300A,0080);300A;0080;IS;Number of Beams
300A0082;(300A,0082);300A;0082;DS;Beam Dose Specification Point
300A0084;(300A,0084);300A;0084;DS;Beam Dose
300A0086;(300A,0086);300A;0086;DS;Beam Meterset
300A008B;(300A,008B);300A;008B;CS;Beam Dose Meaning
300A008C;(300A,008C);300A;008C;SQ;Beam Dose Verification Control Point Sequence
300A008D;(300A,008D);300A;008D;FL;Average Beam Dose Point Depth
300A008E;(300A,008E);300A;008E;FL;Average Beam Dose Point Equivalent Depth
300A008F;(300A,008F);300A;008F;FL;Average Beam Dose Point SSD
300A0090;(300A,0090);300A;0090;CS;Beam Dose Type
300A0091;(300A,0091);300A;0091;DS;Alternate Beam Dose
300A0092;(300A,0092);300A;0092;CS;Alternate Beam Dose Type
300A00A0;(300A,00A0);300A;00A0;IS;Number of Brachy Application Setups
300A00A2;(300A,00A2);300A;00A2;DS;Brachy Application Setup Dose Specification Point
300A00A4;(300A,00A4);300A;00A4;DS;Brachy Application Setup Dose
300A00B0;(300A,00B0);300A;00B0;SQ;Beam Sequence
300A00B2;(300A,00B2);300A;00B2;SH;Treatment Machine Name
300A00B3;(300A,00B3);300A;00B3;CS;Primary Dosimeter Unit
300A00B4;(300A,00B4);300A;00B4;DS;Source-Axis Distance
300A00B6;(300A,00B6);300A;00B6;SQ;Beam Limiting Device Sequence
300A00B8;(300A,00B8);300A;00B8;CS;RT Beam Limiting Device Type
300A00BA;(300A,00BA);300A;00BA;DS;Source to Beam Limiting Device Distance
